NCT Number,Sponsor,Study Title,Interventions,developed_drug,drug_classification,classification_reason,classification_confidence,verification_status,needs_manual_review
NCT01436045,HealthPartners Institute,Safety and Effectiveness Study of Intranasal Insulin Glulisine on Cognitive and Memory in Mild-Mod AD Patients.,DRUG: Insulin glulisine|DRUG: Saline,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00814801,Janssen Pharmaceutical K.K.,An Efficacy and Safety Study of Galantamine for the Treatment of Patients With Alzheimer's Disease,DRUG: Placebo|DRUG: Galantamine 16 mg/day|DRUG: Galantamine 24 mg/day,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02319005,Alnylam Pharmaceuticals,ENDEAVOUR: Phase 3 Multicenter Study of Revusiran (ALN-TTRSC) in Patients With Transthyretin (TTR) Mediated Familial Amyloidotic Cardiomyopathy (FAC),DRUG: Revusiran (ALN-TTRSC)|DRUG: Sterile Normal Saline (0.9% NaCl),,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03442322,University of Pittsburgh,Optimizing Care for Patients With Dementia,OTHER: transdisciplinary approach|OTHER: multidisciplinary approach,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03371420,"Samus Therapeutics, Inc.",PET Imaging of Subjects Using 124I-PU-AD,DRUG: PU-AD|DEVICE: PET Scan|OTHER: Blood Draws,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT06120049,prof. dr. Koen Van Laere,[18F]-MFBG Versus [123I]-MIBG and [18F]-PE2I in PD vs. MSA and DLB vs. AD,DIAGNOSTIC_TEST: [18F]-MFBG PET CT|DIAGNOSTIC_TEST: [18F]-FE-PE2I PET CT or PET MRI|DIAGNOSTIC_TEST: [123I]-MIBG SPECT CT|DIAGNOSTIC_TEST: [18F]-MFBG PET dosimetry scans,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02388152,H. Lundbeck A/S,Study to Evaluate the Safety and Tolerability of a New Drug Named Lu AF20513 in Patients With Mild Alzheimer's Disease,"DRUG: Lu AF20513, low dose|DRUG: Lu AF20513, medium dose|DRUG: Lu AF20513, high dose|DRUG: Lu AF20513, double high dose","Lu AF20513, low dose; Lu AF20513, medium dose; Lu AF20513, high dose; Lu AF20513, double high dose",investigational_therapeutic_unverified,"multiple unverified investigational candidates found (Lu AF20513, low dose; Lu AF20513, medium dose; Lu AF20513, high dose; Lu AF20513, double high dose) — could not resolve to a single drug",low,multiple_candidates_unresolved,True
NCT05422885,Lewis Lipsitz,Safety and Feasibility of Dasatinib and Quercetin in Adults at Risk for Alzheimer's Disease,DRUG: Dasatinib|DRUG: Quercetin,Dasatinib; Quercetin,investigational_therapeutic_unverified,multiple unverified investigational candidates found (Dasatinib; Quercetin) — could not resolve to a single drug,low,multiple_candidates_unresolved,True
NCT01940952,Samsung Medical Center,Zydena on Cognitive Function of Alzheimer's Disease Patients,DRUG: Zydena (Udenafil) 50mg + Donepezil 5mg or 10mg|DRUG: Placebo + Donepezil 5mg or 10mg|DRUG: Zydena (Udenafil) 100mg + Donepezil 5mg or 10mg,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03786471,"University of California, Los Angeles",D-CARE - The Dementia Care Study: A Pragmatic Clinical Trial of Health System-Based Versus Community-Based Dementia Care,OTHER: Health System-based Dementia Care|OTHER: Community-based Dementia Care|OTHER: Usual Care,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT07166744,"University Hospital, Strasbourg, France",Contribution of Pathological Alpha-synuclein as a Diagnostic Biomarker for Dementia With Lewy Bodies,"OTHER: Biological : blood sampling|OTHER: nasopharyngeal swab|OTHER: Procedure : Lumbar puncture|OTHER: Behavioral : clinical, functional, cognitive and psychiatric evaluations|OTHER: MRI",,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00506415,Novartis Pharmaceuticals,"Comparative Efficacy, Safety, and Tolerability of Rivastigmine 10 and 15 cm^2 Patch in Patients With Alzheimer's Disease (AD) Showing Cognitive Decline",DRUG: Rivastigmine 5 cm^2|DRUG: Rivastigmine 10 cm^2|DRUG: Rivastigmine 15 cm^2|DRUG: Placebo to 15 cm^2 patch|DRUG: Placebo to 10 cm^2 patch,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03935568,"Samus Therapeutics, Inc.",A Single and Multiple Ascending Dose Study to Evaluate the Safety and Pharmacokinetics of PU-AD in Healthy Subjects,DRUG: PU-AD|DRUG: Placebo|DRUG: Placebo|DRUG: PU-AD,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT04972643,Taichung Veterans General Hospital,The Protective Effect of Omega-3 Fatty Acid on Cognitive Function Among Patients With Mild Dementia,DIETARY_SUPPLEMENT: EPA|DIETARY_SUPPLEMENT: DHA|DIETARY_SUPPLEMENT: Placebo,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01650454,"University Hospital, Bordeaux","Sleep, Cognition and Memory Disorder",OTHER: 2 night polysomnography|OTHER: battery of neuropsychological tests|OTHER: virtual reality test|OTHER: subjective evaluation of sleep and somnolence,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00987090,Assistance Publique Hopitaux De Marseille,Early-onset and Late-onset Sporadic Alzheimer's Disease (AD),BIOLOGICAL: Clinic and neuropsychologic evaluation|RADIATION: MRI|PROCEDURE: PET|BIOLOGICAL: Apolipoprotein E genotyping|BIOLOGICAL: Study of cerebrospinal fluid,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT06511570,Acumen Pharmaceuticals,"A Study Comparing the Safety, Tolerability, and Pharmacokinetics of Sabirnetug IV and Sabirnetug + rHuPH20 SC in Healthy Participants",DRUG: sabirnetug (ACU193)|COMBINATION_PRODUCT: Sabirnetug + rHuPH20,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02886494,Charsire Biotechnology Corp.,A Study to Evaluate Efficacy and Safety of BAC in Patient With Alzheimer's Disease or Vascular Dementia,DRUG: BAC treatment|DRUG: Matched vehicle,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01467726,Alfasigma S.p.A.,"Safety, Pharmacokinetics and Pharmacodynamics of Velusetrag in Healthy Elderly Subjects",DRUG: Velusetrag|DRUG: Velusetrag|DRUG: Placebo,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT05888961,Centre Hospitalier Universitaire Dijon,"Single-center Prospective Longitudinal Study of Taste in Patients With Cognitive Disorders at Different Stages of Severity (Isolated Cognitive Complaint, Minor or Major Neurocognitive Alzheimer-type Disorders) by Analysis of Gustatory Evoked Potentials",BIOLOGICAL: Blood samples|OTHER: Interviewing the subject and scales|OTHER: Neurocognitive evaluation|OTHER: Taste tests|OTHER: Computerized food preference questionnaires|OTHER: Nutritional status - body composition,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00000179,National Institute on Aging (NIA),Agitation in Alzheimer's Disease,DRUG: Trazodone|DRUG: Haloperidol,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT04388982,Ruijin Hospital,the Safety and the Efficacy Evaluation of Allogenic Adipose MSC-Exos in Patients With Alzheimer's Disease,BIOLOGICAL: low dosage MSCs-Exos administrated for nasal drip|BIOLOGICAL: mild dosage MSCs-Exos administrated for nasal drip|BIOLOGICAL: high dosage MSCs-Exos administrated for nasal drip,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02788513,Boehringer Ingelheim,BI 425809 in Patients With Cognitive Impairment Due to Alzheimer's Disease.,DRUG: BI 425809 dose 1|DRUG: BI 425809 dose 2|DRUG: BI 425809 dose 3|DRUG: BI 425809 dose 4|DRUG: Placebo,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00428389,Novartis,Safety of Switching From Donepezil to Rivastigmine Patch in Patients With Probable Alzheimer's Disease,DRUG: Rivastigmine 5 cm^2 transdermal patch|DRUG: Rivastigmine 10 cm^2 transdermal patch,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01595646,Wake Forest University Health Sciences,Study of Nasal Insulin to Fight Forgetfulness - Long-acting Insulin Detemir - 120 Days (SL120),DRUG: Saline|DRUG: Insulin detemir|DRUG: Insulin,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03635879,Cerecin,Medical Food Formulation Pharmacokinetic (PK) Study in Medium Chain Triglycerides,OTHER: MCTprocal medical food|OTHER: Milk/tricaprilin oil blend|OTHER: AC-1207|OTHER: AC-1205|OTHER: AC-1206|DRUG: AC-1202,Milk/tricaprilin oil blend; AC-1207; AC-1205; AC-1206; AC-1202,investigational_therapeutic_unverified,multiple unverified investigational candidates found (Milk/tricaprilin oil blend; AC-1207; AC-1205; AC-1206; AC-1202) — could not resolve to a single drug,low,multiple_candidates_unresolved,True
NCT07351773,Taizhou Second People's Hospital,Ultrasound-Guided Stellate Ganglion Block for Alzheimer's Disease,PROCEDURE: Ultrasound-Guided Stellate Ganglion Block|DRUG: Memantine hydrochloride|DRUG: Donepezil hydrochloride,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT06649929,University of Utah,Nuestro Sueno: Cultural Adaptation of a Couples Intervention to Improve PAP Adherence and Sleep Health Among Latino Couples With Implications for Alzheimer's Disease Risk,BEHAVIORAL: Couples-based treatment- Patient|BEHAVIORAL: Couples-based treatment- Partner|OTHER: Information control- Patient|OTHER: Information control- Partner,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT04019665,"Centre Hospitalier Universitaire, Amiens",Self-screening of Cognitive Impairment in Primary Care,OTHER: MMSE (mini mental state examination)|OTHER: SAGE (Self-Administered Gerocognitive Exam),,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02380573,The University of Texas Health Science Center at San Antonio,"Effects of Methylene Blue in Healthy Aging, Mild Cognitive Impairment and Alzheimer's Disease",DRUG: Methylene Blue|DRUG: FD&C Blue # 2|DRUG: Phenazopyridine hydrochloride,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT06213766,Hospices Civils de Lyon,Spatial and Ocular Trajectories for the Early Diagnosis of Alzheimer's Disease.,DIAGNOSTIC_TEST: Cognitive assessment|OTHER: Questionnaires|DEVICE: Spatial navigation task with eye-tracking.|BIOLOGICAL: Blood sampling,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT07764146,Voyager Therapeutics,An Open Label Dose Escalation Study of VY1706 in Participants With Early Alzheimer's Disease,DRUG: VY1706 Low dose|DRUG: VY1706 Mid dose|DRUG: VY1706 High Dose|DEVICE: Anti-AAV9 Total Antibody (TAb) Assay,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03553173,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,So-Lo-Mo Intervention Applied to the Smoking Cessation Process,OTHER: So-Lo-Mo|BEHAVIORAL: Psychological advice|DRUG: Bupropion Pill|DRUG: Varenicline Pill,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01547169,University of Washington,Study of Nasal Insulin to Fight Forgetfulness - Long-acting Insulin Detemir - 21 Days,DRUG: Placebo Comparator|DRUG: insulin detemir|DRUG: insulin detemir,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03249688,Karolinska Institutet,Multimodal Preventive Trial for Alzheimer's Disease,OTHER: Regular health advice|BEHAVIORAL: Multidomain lifestyle|DIETARY_SUPPLEMENT: Medical food,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02984540,Wake Forest University Health Sciences,Effect of a Modified Ketogenic-Mediterranean Diet on Alzheimer's Disease,OTHER: Low-Carbohydrate Diet|OTHER: Low-Fat Diet,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00495417,Affiris AG,Tolerability and Safety of Subcutaneous Administration of Affitope AD01 in Mild to Moderate Alzheimer's Disease,BIOLOGICAL: AFFITOPE AD01|BIOLOGICAL: AFFITOPE AD01 adjuvanted,AFFITOPE AD01; AFFITOPE AD01 adjuvanted,investigational_therapeutic_unverified,multiple unverified investigational candidates found (AFFITOPE AD01; AFFITOPE AD01 adjuvanted) — could not resolve to a single drug,low,multiple_candidates_unresolved,True
NCT03867253,Oryzon Genomics S.A.,Testing the Safety and Preliminary Efficacy of the New Drug ORY-2001 in Mild to Moderate Alzheimer's Disease,DRUG: ORY-2001 Low dose|DRUG: ORY-2001 High dose|DRUG: Placebo,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00090402,Oregon Health and Science University,Fish Oil and Alpha Lipoic Acid in Treating Alzheimer's Disease,DIETARY_SUPPLEMENT: Fish Oil|DIETARY_SUPPLEMENT: Lipoic Acid|OTHER: Fish Oil Placebo|OTHER: Lipoic Acid Placebo,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02323217,Imperial College London,I2PETHV - Imidazoline2 Binding Site in Healthy Volunteers,RADIATION: [11C]BU99008|DRUG: Idazoxan|DRUG: Isocarboxazid,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01399125,Novartis Pharmaceuticals,"A 24-Week Efficacy, Safety and Tolerability of Rivastigmine Patch Study in Patients With Probable Alzheimer's Disease",DRUG: Rivastigmine Patch|DRUG: Rivastigmine Capsules|DRUG: Placebo to Rivastigmine patch|DRUG: Placebo to Rivastigmine capsules,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01061489,University of Konstanz,Sensory-cognitive and Physical Fitness Training in Mild Cognitive Impairment,OTHER: auditory discrimination training|OTHER: physical movement training,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03172117,Medipost Co Ltd.,Follow-up Study of Safety and Efficacy in Subjects Who Completed NEUROSTEM® Phase-I/IIa Clinical Trial.,BIOLOGICAL: human umbilical cord blood derived mesenchymal stem cells|OTHER: Normal saline 2mL,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01739348,Merck Sharp & Dohme LLC,An Efficacy and Safety Trial of Verubecestat (MK-8931) in Mild to Moderate Alzheimer's Disease (P07738),DRUG: Verubecestat (Part I and Part II)|DRUG: Verubecestat (Part I and Part II)|DRUG: Verubecestat (Part I and Part II)|DRUG: Placebo (Part I)|DRUG: Verubecestat (Part II),Verubecestat; Verubecestat (Part II),investigational_therapeutic_unverified,multiple unverified investigational candidates found (Verubecestat; Verubecestat (Part II)) — could not resolve to a single drug,low,multiple_candidates_unresolved,True
NCT04786223,Val Lowe,Targeting Neuroinflammation as a Contributing Pathology in Alzheimer's Disease Dementia and Related Dementias,DRUG: C-11 ER-176|DIAGNOSTIC_TEST: Blood Test,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01815112,"Centre Hospitalier Universitaire, Amiens",Early Diagnosis of Alzheimer-like Dementia: Benefit of MRI and PET Imaging,OTHER: Magnetic resonance imaging|OTHER: Positron emission tomography,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT07011732,Bristol-Myers Squibb,A Phase 3 Study to Evaluate the Safety and Efficacy of KarXT + KarX-EC for the Treatment of Agitation Associated With Alzheimer's Disease (ADAGIO-1),DRUG: Xanomeline/Trospium Chloride Capsule|DRUG: Xanomeline Enteric Capsule|DRUG: Placebo,Xanomeline/Trospium Chloride; Xanomeline Enteric,investigational_therapeutic_unverified,multiple unverified investigational candidates found (Xanomeline/Trospium Chloride; Xanomeline Enteric) — could not resolve to a single drug,low,multiple_candidates_unresolved,True
NCT04099823,Mayo Clinic,MR Evaluation of Cerebrospinal Fluid (CSF) Dynamics,OTHER: MRI screening form|DIAGNOSTIC_TEST: Urine pregnancy test|DIAGNOSTIC_TEST: MR brain,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03472664,Wake Forest University Health Sciences,Brain Energy for Amyloid Transformation in Alzheimer's Disease Study,OTHER: low carbohydrate/high fat diet|OTHER: low fat/high carbohydrate diet,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02754830,Eli Lilly and Company,A Study of LY3303560 in Healthy Participants and Participants With Alzheimer's Disease (AD),DRUG: LY3303560 - IV|DRUG: Saline Solution - IV|DRUG: LY3303560 - SC,LY3303560 - IV; LY3303560 - SC,investigational_therapeutic_unverified,multiple unverified investigational candidates found (LY3303560 - IV; LY3303560 - SC) — could not resolve to a single drug,low,multiple_candidates_unresolved,True
NCT06367426,Pharmacobio,A Phase I Study of DDN-A-0101 in Healthy Volunteers and Elder People,DRUG: DDN-A-0101 (SAD)|DRUG: DDN-A-0101 (MAD)|DRUG: Placebo (SAD)|DRUG: Placebo (MAD),,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT06711952,Ludwig-Maximilians - University of Munich,German Validation Study of the Subjective Cognitive Decline Questionnaire (SCD-Q),DIAGNOSTIC_TEST: Subjective Cognitive Decline-Questionnaire (SCD-Q)|DIAGNOSTIC_TEST: Cognitive Failure Questionnaire (CFQ)|DIAGNOSTIC_TEST: biomarkers|DIAGNOSTIC_TEST: Cognitive Tests,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01594346,New York State Institute for Basic Research,Multicenter Vitamin E Trial in Aging Persons With Down Syndrome,DRUG: Alpha-Tocopherol|DRUG: Sugar Pill,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT06080659,Rennes University Hospital,Network-based biOmarker Discovery of Neurodegenerative Diseases Using Multimodal Connectivity,DIAGNOSTIC_TEST: fMRI|DIAGNOSTIC_TEST: CONFMEM,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00498602,Pfizer,Study Evaluating ACC-001 In Subjects With Mild To Moderate Alzheimer's Disease,BIOLOGICAL: ACC-001 + QS-21|BIOLOGICAL: QS-21|OTHER: Diluent: Phosphate Buffered Saline|BIOLOGICAL: ACC-001,ACC-001 + QS-21; QS-21; ACC-001,investigational_therapeutic_unverified,multiple unverified investigational candidates found (ACC-001 + QS-21; QS-21; ACC-001) — could not resolve to a single drug,low,multiple_candidates_unresolved,True
NCT00960531,Pfizer,A Long Term Extension Study Evaluating ACC-001 With QS-21 in Subjects With Mild to Moderate Alzheimer's Disease,BIOLOGICAL: ACC-001+ QS21 (3mcg)|BIOLOGICAL: ACC-001 (10 mcg) + QS-21|BIOLOGICAL: ACC-001+QS-21 (30mcg),ACC-001+ QS21; ACC-001; ACC-001+QS-21,investigational_therapeutic_unverified,multiple unverified investigational candidates found (ACC-001+ QS21; ACC-001; ACC-001+QS-21) — could not resolve to a single drug,low,multiple_candidates_unresolved,True
NCT02638519,Thunder Bay Regional Health Research Institute,HP Xenon-129 fMRI of Healthy Volunteers and Participants With Alzheimer's Disease,OTHER: Traditional Proton fMRI|OTHER: Hyperpolarized Xenon-129 fMRI|DRUG: Hyperpolarized Xenon-129|DEVICE: 1H-129Xe Dual-Tuned Quadrature Head Coil,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT04482036,Indiana University,The MObile AssessMENT of Behavioral and Psychological Symptoms of Dementia in Amnestic MCI and AD (MOMENT) Study,OTHER: Mobile Phone Application Assessments|OTHER: Standard Assessments,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02811653,"Centre Hospitalier Universitaire, Amiens",Motor Slowing and Its Lesion-related Correlates in Alzheimer's Disease,DEVICE: Brain MRI|OTHER: neuropsychological evaluation|BIOLOGICAL: Blood,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00549601,Novartis,"Convenience, Tolerability, and Safety of Change in the Administration of Rivastigmine From Capsules to a Transdermal Patch in Patients With Mild to Moderate Alzheimer's Disease",DRUG: Rivastigmine patch (4.6 mg/day switch to 9.5 mg/day)|DRUG: Rivastigmine patch (9.5 mg/day)|DRUG: Rivastigmine capsules (6 mg to 12 mg/day),,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT04840992,CanSino Biologics Inc.,Phase I/II Clinical Trial of Recombinant Novel Coronavirus (COVID-19) Vaccine (Adenovirus Type 5 Vector) for Inhalation,BIOLOGICAL: Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) for Inhalation|BIOLOGICAL: Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector)|BIOLOGICAL: Placebo for Inhalation|BIOLOGICAL: Placebo,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT00505167,Hospital Miguel Servet,Memantine Versus Donepezil in Early Stages of Alzheimer's Disease,DRUG: Memantine|DRUG: Donepezil,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT03878212,The Hong Kong Polytechnic University,Effects of mHealth on Promoting Self-care Health Management Among Older Adults in the Community,OTHER: mHealth application with interactivity|OTHER: mHealth application,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT05269394,Washington University School of Medicine,Dominantly Inherited Alzheimer Network Trial: An Opportunity to Prevent Dementia. A Study of Potential Disease Modifying Treatments in Individuals With a Type of Early Onset Alzheimer's Disease Caused by a Genetic Mutation (DIAN-TU),DRUG: E2814|DRUG: Lecanemab|DRUG: Matching Placebo (E2814),E2814; Lecanemab,investigational_therapeutic_unverified,multiple unverified investigational candidates found (E2814; Lecanemab) — could not resolve to a single drug,low,multiple_candidates_unresolved,True
NCT05343611,"Massimo Venturelli, PhD",Chocolate and Physical Exercise to Reduce Malnutrition in Pre-dementia Aged People,BEHAVIORAL: Combination of High Protein Diet and Physical Exercise protocol|DIETARY_SUPPLEMENT: HPP Choko|DIETARY_SUPPLEMENT: HPP/VE Choko,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT07361887,University of Seville,Deciphering the Effect of Moderate Wine Consumption on Healthy Aging Through Postprandial Extracellular Vesicles.,DIETARY_SUPPLEMENT: White Wine|DIETARY_SUPPLEMENT: Red Wine|DIETARY_SUPPLEMENT: Water,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT01083316,Boston Medical Center,Bortezomib and Dexamethasone Followed by High-Dose Melphalan and Stem Cell Transplantation for Primary (AL) Amyloidosis,DRUG: Bortezomib|DRUG: Dexamethasone|DRUG: Melphalan,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02778581,Team Foods Colombia S.A.,Study to Evaluate the Effect of a Vegetal Oil on Cognitive Impairment,DIETARY_SUPPLEMENT: Lipidic Blend 1|DIETARY_SUPPLEMENT: Lipidic Blend 2|DIETARY_SUPPLEMENT: Placebo,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT02492529,Rennes University Hospital,Knowing and Remembering: Cognitive and Neural Influences of Familiarity on Recognition Memory in Early Alzheimer's Disease,OTHER: Neuropsychological tests|DEVICE: A cranial MRI|OTHER: Experimental procedure,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
NCT07479914,University of Milano Bicocca,Art of Memory for Cognitive Enhancement in the Monza Brain Health Service,OTHER: Art of memory classes|OTHER: General information on art of memory,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",low,no_match,True
